confidence_definition,config_path,created_at_utc,dataset_hash,dataset_path,eval_script,evalset,exact_match,f1,max_steps,model,model_short,num_eval_examples,num_train_epochs,predictions_path,run_id,seed,subset_draw_id,subset_fraction,subset_size,train_budget_type,train_dataset_hash,train_dataset_path,train_run_id,train_subset,metrics_path,addsent_drop_f1,addsent_drop_em,addonesent_drop_f1,addonesent_drop_em
joint,results/round3e_electra_small/configs/electra_small__ambiguous__frac0p333__seed100__same_epochs.yaml,2026-05-23T06:20:05Z,sha256:fe4b4d10a7d1a5afed58183078a4fe10820af5537d4e28a82cab990673fb0d6c,data/qa/addonesent.jsonl,run.py/custom_squad_postprocess,addonesent,55.95970900951315,62.515618525603735,,google/electra-small-discriminator,electra_small,1787,3.0,results/round3e_electra_small/predictions/electra_small__ambiguous__frac0p333__seed100__same_epochs__addonesent.jsonl,electra_small__ambiguous__frac0p333__seed100__same_epochs__addonesent,100,,0.333,29170,same_epochs,sha256:02ad1c8063f710c0ca0d99d51e8557d766fd7dfb31d49540456bcaee38f55d02,data/subsets/round3e_electra/joint/ambiguous_frac0p333.jsonl,electra_small__ambiguous__frac0p333__seed100__same_epochs,ambiguous,results/round3e_electra_small/metrics/raw/electra_small__ambiguous__frac0p333__seed100__same_epochs__addonesent.json,28.987341952131466,26.90131599927716,17.567406468038733,15.913517102123564
joint,results/round3e_electra_small/configs/electra_small__ambiguous__frac0p333__seed100__same_epochs.yaml,2026-05-23T06:19:29Z,sha256:698ce6f7c1779b1b83d253f1c1b3fc2058f278ec4e656dae445dc5c7a7de98df,data/qa/addsent.jsonl,run.py/custom_squad_postprocess,addsent,44.97191011235955,51.095683041511,,google/electra-small-discriminator,electra_small,3560,3.0,results/round3e_electra_small/predictions/electra_small__ambiguous__frac0p333__seed100__same_epochs__addsent.jsonl,electra_small__ambiguous__frac0p333__seed100__same_epochs__addsent,100,,0.333,29170,same_epochs,sha256:02ad1c8063f710c0ca0d99d51e8557d766fd7dfb31d49540456bcaee38f55d02,data/subsets/round3e_electra/joint/ambiguous_frac0p333.jsonl,electra_small__ambiguous__frac0p333__seed100__same_epochs,ambiguous,results/round3e_electra_small/metrics/raw/electra_small__ambiguous__frac0p333__seed100__same_epochs__addsent.json,28.987341952131466,26.90131599927716,17.567406468038733,15.913517102123564
joint,results/round3e_electra_small/configs/electra_small__ambiguous__frac0p333__seed100__same_epochs.yaml,2026-05-23T06:18:34Z,sha256:940197b8001a1309109a52f2d51d1b3eb25d1db49950b24705dc8641f1c19502,data/qa/squad_dev.jsonl,run.py/custom_squad_postprocess,squad_dev,71.87322611163671,80.08302499364247,,google/electra-small-discriminator,electra_small,10570,3.0,results/round3e_electra_small/predictions/electra_small__ambiguous__frac0p333__seed100__same_epochs__squad_dev.jsonl,electra_small__ambiguous__frac0p333__seed100__same_epochs__squad_dev,100,,0.333,29170,same_epochs,sha256:02ad1c8063f710c0ca0d99d51e8557d766fd7dfb31d49540456bcaee38f55d02,data/subsets/round3e_electra/joint/ambiguous_frac0p333.jsonl,electra_small__ambiguous__frac0p333__seed100__same_epochs,ambiguous,results/round3e_electra_small/metrics/raw/electra_small__ambiguous__frac0p333__seed100__same_epochs__squad_dev.json,28.987341952131466,26.90131599927716,17.567406468038733,15.913517102123564
joint,results/round3e_electra_small/configs/electra_small__ambiguous__frac0p333__seed13__same_epochs.yaml,2026-05-23T05:54:29Z,sha256:fe4b4d10a7d1a5afed58183078a4fe10820af5537d4e28a82cab990673fb0d6c,data/qa/addonesent.jsonl,run.py/custom_squad_postprocess,addonesent,55.84778959149413,62.0907996141066,,google/electra-small-discriminator,electra_small,1787,3.0,results/round3e_electra_small/predictions/electra_small__ambiguous__frac0p333__seed13__same_epochs__addonesent.jsonl,electra_small__ambiguous__frac0p333__seed13__same_epochs__addonesent,13,,0.333,29170,same_epochs,sha256:02ad1c8063f710c0ca0d99d51e8557d766fd7dfb31d49540456bcaee38f55d02,data/subsets/round3e_electra/joint/ambiguous_frac0p333.jsonl,electra_small__ambiguous__frac0p333__seed13__same_epochs,ambiguous,results/round3e_electra_small/metrics/raw/electra_small__ambiguous__frac0p333__seed13__same_epochs__addonesent.json,30.42031825803153,28.07006261095107,18.639597562150954,16.77283481720975
joint,results/round3e_electra_small/configs/electra_small__ambiguous__frac0p333__seed13__same_epochs.yaml,2026-05-23T05:53:39Z,sha256:698ce6f7c1779b1b83d253f1c1b3fc2058f278ec4e656dae445dc5c7a7de98df,data/qa/addsent.jsonl,run.py/custom_squad_postprocess,addsent,44.550561797752806,50.310078918226026,,google/electra-small-discriminator,electra_small,3560,3.0,results/round3e_electra_small/predictions/electra_small__ambiguous__frac0p333__seed13__same_epochs__addsent.jsonl,electra_small__ambiguous__frac0p333__seed13__same_epochs__addsent,13,,0.333,29170,same_epochs,sha256:02ad1c8063f710c0ca0d99d51e8557d766fd7dfb31d49540456bcaee38f55d02,data/subsets/round3e_electra/joint/ambiguous_frac0p333.jsonl,electra_small__ambiguous__frac0p333__seed13__same_epochs,ambiguous,results/round3e_electra_small/metrics/raw/electra_small__ambiguous__frac0p333__seed13__same_epochs__addsent.json,30.42031825803153,28.07006261095107,18.639597562150954,16.77283481720975
joint,results/round3e_electra_small/configs/electra_small__ambiguous__frac0p333__seed13__same_epochs.yaml,2026-05-23T05:52:43Z,sha256:940197b8001a1309109a52f2d51d1b3eb25d1db49950b24705dc8641f1c19502,data/qa/squad_dev.jsonl,run.py/custom_squad_postprocess,squad_dev,72.62062440870388,80.73039717625755,,google/electra-small-discriminator,electra_small,10570,3.0,results/round3e_electra_small/predictions/electra_small__ambiguous__frac0p333__seed13__same_epochs__squad_dev.jsonl,electra_small__ambiguous__frac0p333__seed13__same_epochs__squad_dev,13,,0.333,29170,same_epochs,sha256:02ad1c8063f710c0ca0d99d51e8557d766fd7dfb31d49540456bcaee38f55d02,data/subsets/round3e_electra/joint/ambiguous_frac0p333.jsonl,electra_small__ambiguous__frac0p333__seed13__same_epochs,ambiguous,results/round3e_electra_small/metrics/raw/electra_small__ambiguous__frac0p333__seed13__same_epochs__squad_dev.json,30.42031825803153,28.07006261095107,18.639597562150954,16.77283481720975
joint,results/round3e_electra_small/configs/electra_small__ambiguous__frac0p333__seed21__same_epochs.yaml,2026-05-23T06:00:46Z,sha256:fe4b4d10a7d1a5afed58183078a4fe10820af5537d4e28a82cab990673fb0d6c,data/qa/addonesent.jsonl,run.py/custom_squad_postprocess,addonesent,56.911024062674876,63.493224834291134,,google/electra-small-discriminator,electra_small,1787,3.0,results/round3e_electra_small/predictions/electra_small__ambiguous__frac0p333__seed21__same_epochs__addonesent.jsonl,electra_small__ambiguous__frac0p333__seed21__same_epochs__addonesent,21,,0.333,29170,same_epochs,sha256:02ad1c8063f710c0ca0d99d51e8557d766fd7dfb31d49540456bcaee38f55d02,data/subsets/round3e_electra/joint/ambiguous_frac0p333.jsonl,electra_small__ambiguous__frac0p333__seed21__same_epochs,ambiguous,results/round3e_electra_small/metrics/raw/electra_small__ambiguous__frac0p333__seed21__same_epochs__addonesent.json,29.034605699173554,27.023614639694706,17.481682247015534,15.927197318592867
joint,results/round3e_electra_small/configs/electra_small__ambiguous__frac0p333__seed21__same_epochs.yaml,2026-05-23T06:00:05Z,sha256:698ce6f7c1779b1b83d253f1c1b3fc2058f278ec4e656dae445dc5c7a7de98df,data/qa/addsent.jsonl,run.py/custom_squad_postprocess,addsent,45.81460674157304,51.940301382133114,,google/electra-small-discriminator,electra_small,3560,3.0,results/round3e_electra_small/predictions/electra_small__ambiguous__frac0p333__seed21__same_epochs__addsent.jsonl,electra_small__ambiguous__frac0p333__seed21__same_epochs__addsent,21,,0.333,29170,same_epochs,sha256:02ad1c8063f710c0ca0d99d51e8557d766fd7dfb31d49540456bcaee38f55d02,data/subsets/round3e_electra/joint/ambiguous_frac0p333.jsonl,electra_small__ambiguous__frac0p333__seed21__same_epochs,ambiguous,results/round3e_electra_small/metrics/raw/electra_small__ambiguous__frac0p333__seed21__same_epochs__addsent.json,29.034605699173554,27.023614639694706,17.481682247015534,15.927197318592867
joint,results/round3e_electra_small/configs/electra_small__ambiguous__frac0p333__seed21__same_epochs.yaml,2026-05-23T05:59:08Z,sha256:940197b8001a1309109a52f2d51d1b3eb25d1db49950b24705dc8641f1c19502,data/qa/squad_dev.jsonl,run.py/custom_squad_postprocess,squad_dev,72.83822138126774,80.97490708130667,,google/electra-small-discriminator,electra_small,10570,3.0,results/round3e_electra_small/predictions/electra_small__ambiguous__frac0p333__seed21__same_epochs__squad_dev.jsonl,electra_small__ambiguous__frac0p333__seed21__same_epochs__squad_dev,21,,0.333,29170,same_epochs,sha256:02ad1c8063f710c0ca0d99d51e8557d766fd7dfb31d49540456bcaee38f55d02,data/subsets/round3e_electra/joint/ambiguous_frac0p333.jsonl,electra_small__ambiguous__frac0p333__seed21__same_epochs,ambiguous,results/round3e_electra_small/metrics/raw/electra_small__ambiguous__frac0p333__seed21__same_epochs__squad_dev.json,29.034605699173554,27.023614639694706,17.481682247015534,15.927197318592867
joint,results/round3e_electra_small/configs/electra_small__ambiguous__frac0p333__seed42__same_epochs.yaml,2026-05-23T06:07:25Z,sha256:fe4b4d10a7d1a5afed58183078a4fe10820af5537d4e28a82cab990673fb0d6c,data/qa/addonesent.jsonl,run.py/custom_squad_postprocess,addonesent,54.67263570229435,61.612702426378,,google/electra-small-discriminator,electra_small,1787,3.0,results/round3e_electra_small/predictions/electra_small__ambiguous__frac0p333__seed42__same_epochs__addonesent.jsonl,electra_small__ambiguous__frac0p333__seed42__same_epochs__addonesent,42,,0.333,29170,same_epochs,sha256:02ad1c8063f710c0ca0d99d51e8557d766fd7dfb31d49540456bcaee38f55d02,data/subsets/round3e_electra/joint/ambiguous_frac0p333.jsonl,electra_small__ambiguous__frac0p333__seed42__same_epochs,ambiguous,results/round3e_electra_small/metrics/raw/electra_small__ambiguous__frac0p333__seed42__same_epochs__addonesent.json,29.497315787501975,27.72147693812252,18.85461430997534,17.73985247178323
